Knr,Kjonn,Alder,ContentsCode,Aar,knavn,00-99,01-03,05-09,10-33,35-39,41-43,45-47,49-53,55-56,58-63,64-66,68-75,77-82,84,85,86-88,90-99,00
1151,0,67-74,SysselsatteArb,2009,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,67-74,SysselsatteArb,2010,1151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1151,0,67-74,SysselsatteArb,2011,1151,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
1151,0,67-74,SysselsatteArb,2012,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,67-74,SysselsatteArb,2013,1151,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,67-74,SysselsatteArb,2014,1151,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
1151,0,67-74,SysselsatteArb,2015,1151,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0
1151,0,67-74,SysselsatteArb,2016,1151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1151,0,67-74,SysselsatteArb,2017,1151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1151,0,67-74,SysselsatteArb,2018,1151,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
1151,0,67-74,SysselsatteArb,2019,1151,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1151,0,67-74,SysselsatteArb,2020,1151,3,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA
1160,0,15-74,SysselsatteArb,2008,1160,4422,678,6,785,94,444,494,213,84,168,20,117,180,158,349,563,49,20
1160,0,15-74,SysselsatteArb,2009,1160,4450,658,6,852,88,473,447,194,120,161,25,125,175,151,330,577,51,17
1160,0,15-74,SysselsatteArb,2010,1160,4544,649,3,901,80,482,437,207,115,171,19,122,187,166,349,575,49,32
1160,0,15-74,SysselsatteArb,2011,1160,4748,684,3,942,76,484,467,201,141,209,15,107,225,177,353,599,46,19
1160,0,15-74,SysselsatteArb,2012,1160,4785,623,3,974,74,448,510,195,106,199,16,119,282,181,356,636,46,17
1160,0,15-74,SysselsatteArb,2013,1160,4870,571,0,1009,129,465,506,225,71,191,16,126,274,186,369,662,50,20
1160,0,15-74,SysselsatteArb,2014,1160,5037,571,7,1050,86,501,497,231,69,144,16,210,324,196,370,693,56,16
1160,0,15-74,SysselsatteArb,2015,1160,4971,627,3,1098,43,511,462,315,19,182,17,172,162,184,377,694,61,44
1160,0,15-74,SysselsatteArb,2016,1160,4915,633,3,1035,65,504,450,309,23,208,12,136,170,187,372,706,59,43
1160,0,15-74,SysselsatteArb,2017,1160,4915,625,3,985,92,544,483,304,21,127,17,182,168,184,378,704,58,40
1160,0,15-74,SysselsatteArb,2018,1160,4814,608,3,828,76,569,515,288,19,135,15,187,160,188,386,740,59,38
1160,0,15-74,SysselsatteArb,2019,1160,4818,567,3,887,101,555,490,269,23,145,16,209,157,194,370,742,55,35
1160,0,15-74,SysselsatteArb,2020,1160,4898,578,NA,887,101,638,475,259,41,149,NA,216,163,177,385,730,50,31
1160,0,55-66,SysselsatteArb,2008,1160,771,143,3,111,14,70,65,53,8,3,8,15,35,49,98,80,9,7
1160,0,55-66,SysselsatteArb,2009,1160,767,126,3,113,14,75,59,53,10,9,8,19,27,44,94,100,7,6
1160,0,55-66,SysselsatteArb,2010,1160,798,121,0,116,17,80,61,56,13,20,5,23,35,43,92,93,13,10
1160,0,55-66,SysselsatteArb,2011,1160,835,125,0,134,16,79,67,55,9,30,5,22,32,46,88,110,13,4
1160,0,55-66,SysselsatteArb,2012,1160,848,103,3,142,15,84,74,54,11,18,7,20,39,43,92,121,16,6
1160,0,55-66,SysselsatteArb,2013,1160,864,98,0,148,18,88,73,60,9,20,7,20,40,42,94,123,18,6
1160,0,55-66,SysselsatteArb,2014,1160,911,89,7,163,15,92,71,66,9,17,7,28,55,40,88,140,18,6
1160,0,55-66,SysselsatteArb,2015,1160,923,98,0,177,8,91,76,64,3,30,4,32,37,36,87,146,21,13
1160,0,55-66,SysselsatteArb,2016,1160,911,97,0,187,13,94,78,55,3,28,3,26,40,32,84,137,22,12
1160,0,55-66,SysselsatteArb,2017,1160,927,97,0,184,18,99,85,57,3,21,7,31,41,28,77,146,23,10
1160,0,55-66,SysselsatteArb,2018,1160,937,115,0,186,15,93,94,47,3,24,6,34,44,27,81,142,22,4
1160,0,55-66,SysselsatteArb,2019,1160,944,103,0,191,21,87,93,51,3,18,3,37,41,37,82,147,20,10
1160,0,55-66,SysselsatteArb,2020,1160,981,108,NA,189,22,91,96,46,7,18,NA,41,47,33,91,157,16,13
1160,0,67-74,SysselsatteArb,2008,1160,128,57,0,7,3,10,6,8,0,3,0,8,6,3,4,7,3,3
1160,0,67-74,SysselsatteArb,2009,1160,141,65,0,11,3,11,10,8,0,0,0,6,3,6,4,11,3,0
1160,0,67-74,SysselsatteArb,2010,1160,138,62,0,12,3,8,6,10,3,0,0,9,0,3,4,9,3,6
1160,0,67-74,SysselsatteArb,2011,1160,140,64,0,9,0,13,10,12,3,0,0,3,6,6,3,7,4,0
1160,0,67-74,SysselsatteArb,2012,1160,140,70,0,6,0,15,11,10,0,0,0,5,3,3,6,8,3,0
1160,0,67-74,SysselsatteArb,2013,1160,162,66,0,11,3,10,12,17,0,0,0,5,7,8,3,17,3,0
1160,0,67-74,SysselsatteArb,2014,1160,157,60,0,12,0,9,9,21,0,0,0,9,3,6,7,18,3,0
1160,0,67-74,SysselsatteArb,2015,1160,153,57,0,18,0,10,8,17,0,0,0,3,3,3,5,17,3,9
1160,0,67-74,SysselsatteArb,2016,1160,171,62,0,17,0,14,5,18,0,0,0,11,3,3,5,19,4,10
1160,0,67-74,SysselsatteArb,2017,1160,193,67,0,14,3,21,11,22,0,3,0,5,6,5,8,17,0,11
1160,0,67-74,SysselsatteArb,2018,1160,185,60,0,11,3,18,9,23,0,3,0,5,3,4,6,21,3,16
1160,0,67-74,SysselsatteArb,2019,1160,197,58,0,19,0,25,16,19,0,0,3,9,4,6,8,12,3,15
1160,0,67-74,SysselsatteArb,2020,1160,186,55,NA,17,0,33,13,21,0,0,NA,7,8,7,3,9,3,10
4611,0,15-74,SysselsatteArb,2008,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2009,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2010,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2011,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2012,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2013,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2014,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2015,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2016,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2017,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2018,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2019,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,SysselsatteArb,2020,4611,1613,172,13,177,21,242,186,48,51,22,NA,39,68,52,111,346,34,NA
4611,0,55-66,SysselsatteArb,2008,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2009,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2010,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2011,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2012,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2013,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2014,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2015,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2016,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2017,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2018,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2019,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,55-66,SysselsatteArb,2020,4611,337,40,0,32,3,50,36,9,12,7,NA,12,13,15,24,71,4,NA
4611,0,67-74,SysselsatteArb,2008,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2009,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2010,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2011,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2012,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2013,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2014,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2015,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2016,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2017,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2018,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2019,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,67-74,SysselsatteArb,2020,4611,72,18,3,4,0,22,3,6,0,0,NA,0,0,0,3,7,3,NA
4612,0,15-74,SysselsatteArb,2008,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2009,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2010,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2011,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2012,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2013,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2014,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2015,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2016,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2017,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2018,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2019,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,SysselsatteArb,2020,4612,1494,180,0,48,3,231,142,94,9,5,0,26,34,48,171,423,62,18
4612,0,55-66,SysselsatteArb,2008,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2009,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2010,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2011,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2012,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2013,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2014,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2015,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2016,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2017,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2018,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2019,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,55-66,SysselsatteArb,2020,4612,267,33,0,14,0,36,20,15,3,0,0,4,6,10,36,65,19,6
4612,0,67-74,SysselsatteArb,2008,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2009,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2010,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2011,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2012,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2013,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2014,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2015,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2016,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2017,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2018,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2019,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,67-74,SysselsatteArb,2020,4612,74,21,0,0,0,13,6,6,0,0,0,6,0,0,3,12,3,4
4613,0,15-74,SysselsatteArb,2008,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2009,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2010,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2011,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2012,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2013,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2014,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2015,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2016,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2017,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2018,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2019,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,SysselsatteArb,2020,4613,4890,340,0,1101,49,532,420,339,75,30,16,106,186,145,460,950,123,18
4613,0,55-66,SysselsatteArb,2008,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2009,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2010,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2011,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2012,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2013,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2014,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2015,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2016,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2017,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2018,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2019,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,55-66,SysselsatteArb,2020,4613,910,57,0,196,13,58,56,83,3,6,6,27,46,23,105,198,25,8
4613,0,67-74,SysselsatteArb,2008,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2009,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2010,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2011,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2012,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2013,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2014,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2015,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2016,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2017,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2018,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2019,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,67-74,SysselsatteArb,2020,4613,154,34,0,21,0,12,9,20,0,0,0,9,5,3,7,25,6,3
4614,0,15-74,SysselsatteArb,2008,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2009,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2010,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2011,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2012,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2013,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2014,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2015,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2016,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2017,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2018,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2019,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,SysselsatteArb,2020,4614,9301,38,0,2330,172,639,1009,345,350,104,39,501,217,355,786,2168,217,31
4614,0,55-66,SysselsatteArb,2008,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2009,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2010,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2011,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2012,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2013,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2014,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2015,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2016,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2017,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2018,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2019,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,55-66,SysselsatteArb,2020,4614,1902,10,0,624,32,95,133,79,30,22,13,96,34,73,181,412,54,14
4614,0,67-74,SysselsatteArb,2008,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2009,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2010,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2011,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2012,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2013,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2014,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2015,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2016,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2017,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2018,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2019,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,67-74,SysselsatteArb,2020,4614,222,10,0,21,8,15,8,18,3,4,0,40,6,3,11,47,20,8
4615,0,15-74,SysselsatteArb,2008,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2009,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2010,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2011,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2012,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2013,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2014,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2015,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2016,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2017,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2018,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2019,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,SysselsatteArb,2020,4615,1085,122,NA,141,15,149,85,39,15,NA,0,45,19,40,115,267,15,15
4615,0,55-66,SysselsatteArb,2008,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2009,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2010,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2011,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2012,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2013,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2014,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2015,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2016,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,55-66,SysselsatteArb,2017,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
