Knr,Kjonn,ContentsCode,Aar,knavn,00-99_15-74,00-99_55-66,00-99_67-74,01-03_15-74,01-03_55-66,01-03_67-74,05-09_15-74,05-09_55-66,05-09_67-74,10-33_15-74,10-33_55-66,10-33_67-74,35-39_15-74,35-39_55-66,35-39_67-74,41-43_15-74,41-43_55-66,41-43_67-74,45-47_15-74,45-47_55-66,45-47_67-74,49-53_15-74,49-53_55-66,49-53_67-74,55-56_15-74,55-56_55-66,55-56_67-74,58-63_15-74,58-63_55-66,58-63_67-74,64-66_15-74,64-66_55-66,64-66_67-74,68-75_15-74,68-75_55-66,68-75_67-74,77-82_15-74,77-82_55-66,77-82_67-74,84_15-74,84_55-66,84_67-74,85_15-74,85_55-66,85_67-74,86-88_15-74,86-88_55-66,86-88_67-74,90-99_15-74,90-99_55-66,90-99_67-74,00_15-74,00_55-66,00_67-74
4618,0,SysselsatteArb,2012,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2013,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2014,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2015,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2016,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2017,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2018,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2019,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2020,4618,5291,1289,238,219,62,46,6,0,0,984,240,13,126,41,0,569,106,34,492,95,14,301,91,35,194,14,9,38,9,0,NA,NA,NA,259,62,19,105,31,0,189,55,3,385,92,10,1262,343,40,121,31,7,NA,NA,NA
4611,0,SysselsatteArb,2008,1211,1648,318,66,221,45,24,11,5,3,139,22,0,44,7,3,204,40,6,219,31,3,49,15,0,61,3,3,19,3,0,23,7,0,39,4,6,152,15,0,49,18,0,110,26,3,264,68,12,27,6,0,17,3,3
4611,0,SysselsatteArb,2009,1211,1673,318,80,206,43,21,10,4,0,142,29,0,46,9,3,211,39,10,217,27,7,47,11,7,54,3,0,23,3,3,25,6,3,37,9,4,149,10,0,49,16,3,110,27,3,303,72,16,28,6,0,16,4,0
4611,0,SysselsatteArb,2010,1211,1621,340,66,215,51,18,11,4,0,135,26,0,46,13,0,214,43,7,225,32,5,42,7,4,67,6,0,20,3,3,26,8,3,36,6,3,87,13,0,42,17,0,121,29,3,283,68,17,32,6,3,19,8,0
4611,0,SysselsatteArb,2011,1211,1775,347,75,234,43,26,10,3,0,139,35,3,45,12,3,224,44,7,226,29,3,39,6,5,65,5,3,26,3,0,30,8,0,38,6,3,169,13,0,45,17,0,117,31,0,318,77,16,31,8,3,19,7,3
4611,0,SysselsatteArb,2012,1211,1665,338,81,179,38,31,11,4,0,148,33,7,42,11,3,233,41,8,229,34,3,42,6,6,44,4,0,29,0,3,26,9,0,42,9,0,122,11,0,51,20,0,122,35,3,303,75,14,29,4,0,13,4,3
4611,0,SysselsatteArb,2013,1211,1651,335,82,157,31,28,14,4,0,152,31,3,44,9,6,231,41,8,191,27,3,33,6,3,65,11,0,26,3,0,22,8,0,52,10,3,100,10,3,57,18,3,124,37,6,334,76,10,35,8,3,14,5,3
4611,0,SysselsatteArb,2014,1211,1702,340,96,156,27,33,16,4,3,160,34,4,45,9,3,245,45,14,191,30,3,42,6,4,76,5,6,24,3,3,24,7,0,45,6,3,108,13,3,57,17,0,130,38,9,335,80,5,31,8,0,17,8,3
4611,0,SysselsatteArb,2015,1211,1686,352,67,152,37,21,13,3,0,169,34,4,47,4,3,252,47,12,178,29,3,54,8,4,59,7,0,24,6,0,20,7,0,40,9,3,102,15,3,62,19,0,119,36,3,338,76,7,40,9,0,17,6,4
4611,0,SysselsatteArb,2016,1211,1671,363,60,154,38,20,12,3,0,173,33,3,43,9,0,248,53,14,192,32,0,50,3,3,62,5,0,26,6,0,17,8,0,45,11,0,87,14,3,64,20,0,122,37,7,318,75,4,37,10,0,21,6,6
4611,0,SysselsatteArb,2017,1211,1656,351,63,168,35,22,13,3,0,189,35,4,27,3,0,275,51,19,191,36,0,44,11,0,61,8,0,27,7,0,20,8,0,42,12,3,65,10,0,55,17,0,106,30,5,319,70,7,34,8,0,20,7,3
4611,0,SysselsatteArb,2018,1211,1618,339,60,171,40,14,14,3,0,173,35,4,25,3,0,275,60,17,175,31,0,46,13,0,58,3,3,25,6,0,18,5,0,45,12,3,64,10,3,49,14,0,108,23,3,322,69,7,32,6,3,18,6,3
4611,0,SysselsatteArb,2019,1211,1656,349,79,176,40,17,13,3,3,192,33,6,23,4,0,250,53,20,199,33,6,48,11,5,46,9,0,21,6,0,21,5,0,48,12,3,78,14,6,57,18,3,104,21,0,333,76,10,30,3,0,17,8,0
4611,0,SysselsatteArb,2020,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,SysselsatteArb,2008,1216,1362,280,43,188,60,15,0,0,0,48,16,3,3,0,0,228,22,5,107,16,3,69,18,0,6,0,0,24,3,0,3,3,0,12,0,0,15,6,0,67,19,3,172,34,3,355,72,5,50,8,3,15,3,3
4612,0,SysselsatteArb,2009,1216,1387,283,38,193,61,15,3,0,0,50,17,0,6,3,0,205,26,3,100,14,3,81,16,0,18,0,0,16,0,3,3,3,0,26,3,3,16,6,0,68,21,0,164,35,0,383,71,5,46,7,3,9,0,3
4612,0,SysselsatteArb,2010,1216,1357,308,45,170,51,17,0,0,0,52,19,3,3,3,0,214,27,4,97,17,6,81,12,3,12,0,0,23,7,0,3,3,0,15,3,3,20,10,0,66,21,3,155,38,0,383,87,6,45,6,0,18,4,0
4612,0,SysselsatteArb,2011,1216,1358,302,43,178,45,17,0,0,0,54,14,6,3,3,0,195,27,3,109,17,6,68,15,0,16,0,0,20,6,0,4,4,0,15,3,3,25,5,0,61,21,0,161,38,0,377,90,5,53,11,0,19,3,3
4612,0,SysselsatteArb,2012,1216,1386,304,61,200,49,22,3,0,0,41,13,3,3,3,0,164,25,3,134,20,8,61,11,3,15,3,0,17,3,3,0,0,0,9,0,3,32,8,3,67,19,3,158,46,0,411,94,4,54,7,3,17,3,3
4612,0,SysselsatteArb,2013,1216,1448,296,54,194,42,25,3,0,0,41,10,5,3,3,0,223,32,7,137,17,3,63,11,0,13,0,0,12,0,3,3,3,0,9,3,3,24,7,0,63,17,0,159,46,0,434,91,8,52,8,0,15,6,0
4612,0,SysselsatteArb,2014,1216,1439,289,55,159,34,22,0,0,0,42,10,6,3,3,0,227,30,3,140,19,3,86,15,3,11,3,0,9,3,3,3,0,0,12,0,3,27,9,0,53,12,0,170,41,3,431,92,9,49,11,0,17,7,0
4612,0,SysselsatteArb,2015,1216,1519,287,59,224,41,24,0,0,0,39,9,4,6,3,0,237,29,5,140,20,6,84,8,4,9,0,3,6,3,0,0,0,0,12,9,0,30,8,0,55,12,0,173,38,0,422,90,10,57,10,0,25,7,3
4612,0,SysselsatteArb,2016,1216,1516,285,76,199,39,30,0,0,0,30,6,0,6,3,0,229,28,7,158,20,8,81,14,4,20,0,3,6,3,0,0,0,0,14,3,3,19,6,0,62,12,3,173,39,3,437,93,11,54,12,0,28,7,4
4612,0,SysselsatteArb,2017,1216,1495,275,78,209,37,28,0,0,0,45,8,7,6,3,0,220,36,7,145,19,4,83,14,6,17,0,3,3,0,0,0,0,0,12,3,3,17,8,0,62,10,0,185,37,3,414,80,14,55,14,0,22,6,3
4612,0,SysselsatteArb,2018,1216,1516,269,69,192,33,26,0,0,0,44,11,0,6,3,0,235,35,7,141,21,3,90,13,6,9,0,3,6,0,0,0,0,0,23,0,8,33,6,3,48,11,0,190,40,3,421,71,10,58,19,0,20,6,0
4612,0,SysselsatteArb,2019,1216,1523,259,86,198,27,29,0,0,0,48,11,0,3,0,0,231,34,11,142,17,3,94,15,8,15,0,0,9,3,0,0,0,0,22,4,4,35,9,0,52,12,0,178,36,3,414,67,17,55,16,6,27,8,5
4612,0,SysselsatteArb,2020,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,SysselsatteArb,2008,1219,4845,886,94,324,81,21,8,0,0,1303,168,10,43,9,0,397,28,8,463,74,11,554,103,10,74,6,3,14,0,0,25,7,0,94,34,3,89,24,4,104,31,0,402,116,6,789,174,11,129,21,3,33,10,4
4613,0,SysselsatteArb,2009,1219,4831,897,101,324,74,26,7,0,0,1274,168,10,44,10,0,413,32,9,447,78,7,536,108,11,54,8,0,14,0,0,29,7,3,97,35,6,76,22,4,111,27,0,397,116,3,863,184,13,120,20,6,25,8,3
4613,0,SysselsatteArb,2010,1219,4819,936,93,315,71,28,8,0,0,1201,169,10,45,15,0,393,29,8,446,80,10,500,100,9,49,8,0,24,6,0,35,9,0,106,37,4,100,25,3,110,24,3,438,120,3,912,214,9,111,21,3,26,8,3
4613,0,SysselsatteArb,2011,1219,4865,939,120,298,65,29,0,0,0,1138,167,13,45,14,0,430,41,6,461,78,14,384,82,12,63,13,0,18,3,0,25,12,0,111,41,3,225,42,6,124,22,3,452,115,4,957,214,22,107,24,4,27,6,4
4613,0,SysselsatteArb,2012,1219,4885,952,126,292,57,31,0,0,0,1165,184,12,46,16,0,426,40,3,468,77,15,412,82,11,52,12,0,26,3,3,18,9,3,111,43,3,207,45,4,127,26,3,462,116,7,946,212,20,103,23,3,24,7,8
4613,0,SysselsatteArb,2013,1219,4872,955,137,294,57,34,0,0,0,1141,182,13,47,17,0,460,46,3,449,80,10,409,79,13,52,11,3,16,3,0,22,10,3,120,41,7,209,43,8,127,29,4,454,109,3,947,211,26,104,26,6,21,11,4
4613,0,SysselsatteArb,2014,1219,4890,958,125,309,60,28,0,0,0,1121,185,12,56,16,3,439,42,4,473,77,12,376,74,14,56,8,3,20,3,0,20,11,3,124,35,4,178,41,5,136,29,6,461,119,4,978,222,14,127,29,10,16,7,3
4613,0,SysselsatteArb,2015,1219,4695,943,124,302,60,24,0,0,0,1103,198,11,53,15,0,425,45,4,430,69,9,341,78,9,58,8,3,23,3,0,17,11,3,99,31,4,143,35,4,120,21,0,475,120,3,943,208,31,118,25,10,45,16,9
4613,0,SysselsatteArb,2016,1219,4662,906,120,318,64,31,0,0,0,1032,180,10,55,17,0,436,43,3,440,66,6,345,73,9,68,9,3,19,0,0,12,9,0,103,25,5,140,34,3,124,21,0,474,124,6,936,204,28,131,29,7,29,8,9
4613,0,SysselsatteArb,2017,1219,4790,916,140,342,59,33,0,0,0,1045,180,11,55,15,0,454,50,5,436,63,10,363,79,15,66,9,4,17,3,0,13,7,0,98,21,5,148,34,3,145,26,3,471,123,8,967,207,27,133,29,9,37,11,7
4613,0,SysselsatteArb,2018,1219,4885,917,159,337,61,31,0,0,0,1061,179,24,55,15,3,551,60,6,450,68,11,351,85,17,58,6,3,33,6,0,16,6,0,95,27,7,149,37,4,133,24,3,466,116,6,974,194,27,128,24,10,28,9,7
4613,0,SysselsatteArb,2019,1219,4887,931,151,321,52,38,0,0,0,1121,190,20,55,16,0,526,58,10,398,67,6,354,91,19,74,0,6,30,6,0,16,7,0,115,29,10,154,41,3,144,23,3,461,113,3,960,205,22,133,25,8,25,8,3
4613,0,SysselsatteArb,2020,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,SysselsatteArb,2008,1221,9629,1700,146,64,16,13,0,0,0,2684,420,18,155,32,3,572,62,8,1180,128,12,366,67,9,374,24,4,134,20,0,71,21,0,412,107,16,290,35,0,497,117,5,798,243,20,1791,369,32,216,30,3,25,9,3
4614,0,SysselsatteArb,2009,1221,9523,1726,154,63,18,10,3,0,0,2533,429,15,162,39,0,591,73,7,1186,122,13,317,65,9,353,24,6,155,24,0,71,25,0,495,133,19,235,37,0,410,91,7,804,240,18,1918,362,41,202,34,6,25,10,3
4614,0,SysselsatteArb,2010,1221,9161,1692,163,58,17,10,6,0,0,2306,418,10,166,44,0,496,65,7,1181,131,12,314,63,14,314,21,3,158,21,3,67,24,0,448,119,20,175,25,3,427,88,6,798,237,19,2006,369,46,207,33,7,34,17,3
4614,0,SysselsatteArb,2011,1221,9228,1741,172,54,15,5,12,0,0,2329,423,12,174,48,0,575,74,9,1132,118,15,315,68,11,289,19,6,159,24,4,55,17,0,467,120,20,158,30,0,410,96,7,806,247,19,2063,384,54,204,44,7,26,14,3
4614,0,SysselsatteArb,2012,1221,9354,1802,184,57,15,12,0,0,0,2401,457,20,176,47,0,580,83,8,1105,121,20,324,68,10,289,23,6,148,27,3,60,16,0,521,135,22,211,39,3,419,81,8,763,234,15,2077,396,49,197,44,8,26,16,0
4614,0,SysselsatteArb,2013,1221,9685,1815,209,55,13,17,0,0,0,2628,491,26,167,42,0,573,81,9,1146,124,20,322,71,11,366,24,3,146,28,5,63,16,0,545,129,29,207,38,5,397,71,12,798,246,17,2038,384,38,202,43,11,32,14,6
4614,0,SysselsatteArb,2014,1221,9938,1850,225,55,10,15,0,0,0,2794,529,30,169,42,3,628,83,11,1178,133,17,333,70,13,423,23,6,138,31,4,58,15,0,516,122,26,217,39,4,401,66,13,807,243,21,1986,382,37,197,47,16,38,15,9
4614,0,SysselsatteArb,2015,1221,9656,1824,204,49,12,10,0,0,0,2672,511,34,151,42,0,663,88,5,1090,131,15,312,64,10,323,20,3,120,25,3,63,15,0,479,107,23,198,36,3,392,73,16,787,232,11,2047,395,35,225,48,11,85,25,25
4614,0,SysselsatteArb,2016,1221,9188,1723,229,50,9,11,0,0,0,2269,470,22,115,33,3,630,88,6,1080,133,13,292,61,8,294,17,3,109,20,3,47,16,0,498,107,28,155,20,4,389,75,22,820,226,17,2162,387,53,208,41,14,70,20,22
4614,0,SysselsatteArb,2017,1221,9409,1842,233,52,13,12,0,0,0,2251,509,20,114,34,3,684,98,11,1069,133,17,348,87,10,347,26,6,114,19,5,45,19,0,523,113,23,207,38,5,398,76,12,797,209,20,2163,404,53,238,48,18,59,16,18
4614,0,SysselsatteArb,2018,1221,9462,1850,228,46,13,8,0,0,0,2295,544,21,122,36,3,644,93,7,1074,128,20,349,85,12,339,25,3,106,21,5,42,15,0,554,118,32,212,37,5,416,66,11,787,199,16,2201,399,56,229,56,14,46,15,15
4614,0,SysselsatteArb,2019,1221,9456,1903,237,42,12,10,0,0,0,2355,600,23,130,31,6,642,96,10,1073,136,19,352,83,18,390,29,7,103,21,5,40,15,0,496,107,29,233,49,4,368,70,5,774,184,17,2183,404,54,224,53,17,51,13,13
4614,0,SysselsatteArb,2020,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,SysselsatteArb,2008,1222,1147,238,25,69,18,3,3,0,0,142,20,3,31,13,0,184,35,8,108,11,5,46,5,6,18,0,0,3,0,0,3,3,0,127,22,0,21,8,0,47,16,0,124,34,0,193,43,0,18,6,0,10,4,0
4615,0,SysselsatteArb,2009,1222,1155,238,38,78,14,8,0,0,0,152,19,3,38,13,4,178,36,6,98,12,8,38,5,3,26,3,0,0,0,0,6,3,0,114,21,0,18,4,3,45,17,0,122,37,0,216,47,3,19,3,0,7,4,0
4615,0,SysselsatteArb,2010,1222,1189,246,27,78,20,3,3,0,0,158,21,0,39,11,4,181,35,5,97,17,3,44,8,0,27,0,3,0,0,0,3,0,0,111,18,0,23,6,0,39,14,0,140,38,3,219,52,3,18,3,0,9,3,3
4615,0,SysselsatteArb,2011,1222,1234,255,37,83,10,7,3,0,0,163,20,4,42,14,0,180,39,4,103,16,6,42,7,0,27,0,3,0,0,0,3,3,0,119,22,4,25,10,0,46,13,0,132,37,0,228,58,3,24,3,3,14,3,3
4615,0,SysselsatteArb,2012,1222,1237,276,30,79,16,6,3,3,0,168,25,4,47,15,3,175,40,3,97,17,3,46,4,0,24,3,0,0,0,0,3,3,0,113,23,5,29,11,0,45,11,0,133,38,0,236,60,0,27,4,3,12,3,3
4615,0,SysselsatteArb,2013,1222,1259,274,41,79,14,7,0,0,0,179,25,7,38,11,3,170,42,4,97,17,3,47,7,0,25,0,0,0,0,0,3,3,0,124,29,8,25,9,0,50,10,0,140,41,3,248,59,0,28,7,3,6,0,3
4615,0,SysselsatteArb,2014,1222,1256,273,42,78,13,11,3,0,0,158,27,5,35,7,0,176,38,5,91,15,3,52,8,0,24,0,0,0,0,0,0,0,0,132,28,8,34,10,0,50,10,0,136,43,4,258,68,0,20,3,3,9,3,3
4615,0,SysselsatteArb,2015,1222,1202,276,40,97,17,11,3,0,0,144,24,6,35,8,0,175,34,8,89,12,3,54,9,0,16,0,0,0,0,0,3,3,0,104,28,3,15,5,0,43,11,0,138,44,3,246,69,0,25,3,3,15,9,3
4615,0,SysselsatteArb,2016,1222,1240,256,47,106,17,8,3,0,0,143,27,4,36,8,3,201,33,8,101,12,3,45,5,0,24,0,0,0,0,0,0,0,0,77,17,4,22,5,0,44,12,0,143,44,3,254,66,5,22,6,3,19,4,6
4615,0,SysselsatteArb,2017,1222,1204,251,48,116,20,10,0,0,0,162,33,4,37,8,3,192,30,5,83,11,0,47,5,0,23,3,0,0,0,0,0,0,0,38,10,9,22,7,0,38,11,0,129,35,6,287,75,5,18,0,3,12,3,3
4615,0,SysselsatteArb,2018,1222,1165,234,46,118,22,11,0,0,0,195,35,5,33,7,0,160,26,5,81,10,3,40,6,0,25,3,0,0,0,0,0,0,0,34,10,4,20,3,0,40,11,0,129,34,7,262,64,5,16,3,0,12,0,6
4615,0,SysselsatteArb,2019,1222,1104,225,56,114,17,12,3,0,0,139,30,4,27,4,3,159,31,5,80,10,7,53,3,3,18,3,0,0,0,0,0,0,0,40,13,4,16,6,0,32,13,0,123,30,6,273,59,6,15,3,0,12,3,6
4615,0,SysselsatteArb,2020,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,SysselsatteArb,2008,1223,990,264,24,141,33,12,0,0,0,88,14,3,16,4,0,79,12,0,106,26,3,87,23,0,12,3,0,9,3,0,19,7,0,15,5,0,10,4,0,51,22,0,84,25,0,250,76,3,14,4,0,9,3,3
4616,0,SysselsatteArb,2009,1223,989,266,26,135,36,12,0,0,0,99,10,6,17,7,0,83,15,0,105,29,0,80,17,3,6,3,0,12,3,0,15,6,0,20,8,0,10,4,0,61,24,0,86,29,0,241,69,5,13,6,0,6,0,0
4616,0,SysselsatteArb,2010,1223,1063,275,23,141,34,10,0,0,0,134,20,3,18,5,0,87,14,0,110,32,3,80,16,0,13,0,0,19,6,0,14,6,0,23,8,0,17,4,0,52,25,0,89,27,3,246,72,4,11,3,0,9,3,0
4616,0,SysselsatteArb,2011,1223,1078,276,24,146,35,12,0,0,0,145,17,4,23,9,0,97,14,0,92,30,0,90,16,0,9,3,0,14,3,0,13,3,0,18,8,0,17,3,0,53,24,3,81,31,0,261,71,5,13,6,0,6,3,0
4616,0,SysselsatteArb,2012,1223,1067,274,36,133,37,12,0,0,0,146,16,5,22,8,0,92,17,0,95,31,3,78,13,3,6,0,0,14,3,0,13,3,0,22,9,3,26,8,0,58,24,0,81,28,0,257,71,7,15,6,0,9,0,3
4616,0,SysselsatteArb,2013,1223,1093,270,48,147,35,13,0,0,0,141,23,3,26,9,3,102,16,3,91,30,3,78,11,3,6,0,0,12,3,0,13,3,0,27,10,3,31,3,3,58,19,3,72,27,0,261,72,8,22,6,0,6,3,3
4616,0,SysselsatteArb,2014,1223,1099,285,41,151,44,13,0,0,0,146,24,3,25,8,3,103,24,3,103,25,5,77,12,0,9,0,0,15,3,0,16,3,0,25,8,4,32,8,0,55,17,3,71,25,0,243,71,4,19,7,0,9,6,3
4616,0,SysselsatteArb,2015,1223,1124,268,44,166,46,7,0,0,0,136,22,0,22,7,0,112,27,3,90,20,3,73,7,5,12,0,3,12,3,0,17,6,0,27,6,4,41,6,0,56,16,6,74,25,0,247,67,5,21,3,0,18,7,8
4616,0,SysselsatteArb,2016,1223,1162,256,53,183,41,9,0,0,0,146,26,0,25,5,3,100,23,5,96,20,5,71,7,3,15,3,0,15,3,3,14,3,0,33,6,4,47,7,0,52,19,0,80,27,6,253,57,12,23,6,0,9,3,3
4616,0,SysselsatteArb,2017,1223,1139,245,58,186,39,16,0,0,0,129,26,0,22,6,0,114,28,5,88,18,3,62,10,0,13,0,0,15,3,3,11,3,0,31,3,3,45,5,0,50,17,4,85,26,3,249,55,12,27,3,3,12,3,6
4616,0,SysselsatteArb,2018,1223,1149,243,71,224,49,18,0,0,0,127,26,3,18,5,0,118,29,7,100,19,3,70,14,0,12,0,3,12,0,3,14,3,0,30,6,4,18,0,3,46,13,4,78,24,3,248,49,14,22,3,0,12,3,6
4616,0,SysselsatteArb,2019,1223,1155,246,64,223,47,19,0,0,0,121,27,4,21,3,3,112,22,7,93,20,6,70,13,3,12,0,0,16,3,0,10,3,0,33,7,3,28,5,0,45,12,3,74,22,3,263,57,7,28,5,3,6,0,3
4616,0,SysselsatteArb,2020,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,SysselsatteArb,2008,1224,6084,1207,165,470,129,56,3,0,0,1316,223,14,99,28,3,444,72,13,655,83,16,314,69,9,114,12,0,40,13,0,80,28,0,139,28,5,113,17,0,213,60,0,469,124,3,1423,288,33,161,24,10,31,9,3
4617,0,SysselsatteArb,2009,1224,6021,1224,185,474,124,55,6,0,0,1231,221,12,103,32,3,449,77,15,657,84,15,280,64,8,115,10,0,40,14,0,68,28,0,137,31,10,157,18,3,235,62,3,481,123,3,1413,304,38,147,25,14,28,7,6
4617,0,SysselsatteArb,2010,1224,5954,1243,158,477,112,55,6,0,0,1061,212,12,104,29,0,460,75,13,725,85,17,270,51,7,125,14,0,43,16,0,67,25,3,136,36,3,151,21,0,235,65,3,488,137,3,1419,326,30,155,29,12,32,10,0
4617,0,SysselsatteArb,2011,1224,6029,1244,197,506,113,52,6,0,0,1043,204,17,106,30,3,464,72,21,739,87,21,257,49,10,117,13,3,41,18,3,50,18,3,150,41,7,150,19,0,253,67,3,486,147,6,1462,325,36,171,29,9,28,12,3
4617,0,SysselsatteArb,2012,1224,5746,1258,191,442,100,55,6,0,0,1124,228,19,107,30,3,416,64,19,652,79,18,199,47,9,97,12,0,57,19,3,41,15,0,160,46,7,107,17,0,239,68,6,464,150,6,1460,340,33,153,33,10,22,10,3
4617,0,SysselsatteArb,2013,1224,5737,1244,197,450,93,58,6,3,0,1029,223,17,107,30,3,419,60,20,718,91,19,200,51,7,113,8,3,56,16,0,29,9,0,176,49,10,121,19,0,246,71,3,484,147,7,1403,332,33,145,32,10,35,10,7
4617,0,SysselsatteArb,2014,1224,5792,1248,188,453,93,51,9,0,3,967,209,11,111,30,3,463,68,23,731,91,16,270,70,7,119,10,3,50,14,0,28,9,0,163,46,13,109,16,0,263,82,9,481,139,7,1405,326,27,147,38,12,23,7,3
4617,0,SysselsatteArb,2015,1224,5555,1227,208,366,93,46,7,4,0,829,180,13,114,32,4,440,61,21,701,95,16,236,66,7,109,12,3,58,11,3,24,9,0,168,45,12,89,17,3,242,72,6,479,134,8,1489,342,42,139,32,9,65,22,15
4617,0,SysselsatteArb,2016,1224,5493,1198,209,383,94,46,13,4,0,765,184,11,111,30,4,453,64,20,682,101,13,185,53,8,115,9,6,60,11,3,18,7,0,155,33,14,110,20,3,239,65,10,467,122,10,1537,344,40,134,32,7,66,25,14
4617,0,SysselsatteArb,2017,1224,5472,1231,229,404,105,50,9,0,3,762,189,16,115,35,4,454,62,26,676,102,13,235,67,8,117,12,3,64,11,3,22,8,0,174,42,17,94,13,3,249,65,9,469,134,8,1442,336,45,135,35,7,51,15,14
4617,0,SysselsatteArb,2018,1224,5622,1210,228,405,86,48,9,3,3,946,210,16,108,34,4,494,71,21,567,88,14,253,64,15,113,9,3,68,7,3,20,7,0,176,46,18,154,34,8,176,40,3,460,115,3,1475,341,46,145,40,8,53,15,15
4617,0,SysselsatteArb,2019,1224,5749,1239,225,393,99,41,9,3,0,974,220,20,79,24,3,560,83,17,560,96,12,236,54,13,123,7,3,67,10,0,13,8,0,187,47,16,155,35,8,195,40,3,483,112,8,1525,343,56,142,42,10,48,16,15
4617,0,SysselsatteArb,2020,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,SysselsatteArb,2008,1228,3740,752,75,41,12,3,0,0,0,912,167,4,131,32,0,336,62,9,419,70,4,181,48,6,103,5,3,53,9,3,15,9,0,146,36,3,46,22,3,96,26,0,240,69,7,890,160,27,119,20,3,12,5,0
4618,0,SysselsatteArb,2009,1228,3702,774,109,42,13,7,0,0,0,885,162,4,118,35,0,295,54,10,390,69,13,205,57,9,85,4,3,49,11,3,18,10,0,167,45,8,51,19,7,101,26,3,249,71,8,920,171,28,111,20,6,16,7,0
4618,0,SysselsatteArb,2010,1228,3644,744,112,39,11,9,0,0,0,852,154,6,123,32,3,305,57,8,397,63,16,201,63,5,86,4,3,43,12,0,18,6,0,167,38,11,53,11,3,101,23,0,243,66,8,900,180,31,98,18,6,18,6,3
4618,0,SysselsatteArb,2011,1228,3642,769,109,36,9,11,0,0,0,853,168,8,105,28,3,318,67,8,418,62,13,180,60,8,96,8,0,43,12,0,23,8,0,167,44,10,64,9,6,106,27,0,233,70,6,895,175,27,93,19,6,12,3,3
