Knr,Naering,Kjonn,Alder,ContentsCode,Aar,value
4612,84,0,67-74,SysselsatteArb,2016,0
4612,84,0,67-74,SysselsatteArb,2017,0
4612,84,0,67-74,SysselsatteArb,2018,0
4612,84,0,67-74,SysselsatteArb,2019,0
4612,84,0,67-74,SysselsatteArb,2020,0
4612,85,0,15-74,SysselsatteArb,2008,0
4612,85,0,15-74,SysselsatteArb,2009,0
4612,85,0,15-74,SysselsatteArb,2010,0
4612,85,0,15-74,SysselsatteArb,2011,0
4612,85,0,15-74,SysselsatteArb,2012,0
4612,85,0,15-74,SysselsatteArb,2013,0
4612,85,0,15-74,SysselsatteArb,2014,0
4612,85,0,15-74,SysselsatteArb,2015,0
4612,85,0,15-74,SysselsatteArb,2016,0
4612,85,0,15-74,SysselsatteArb,2017,0
4612,85,0,15-74,SysselsatteArb,2018,0
4612,85,0,15-74,SysselsatteArb,2019,0
4612,85,0,15-74,SysselsatteArb,2020,171
4612,85,0,55-66,SysselsatteArb,2008,0
4612,85,0,55-66,SysselsatteArb,2009,0
4612,85,0,55-66,SysselsatteArb,2010,0
4612,85,0,55-66,SysselsatteArb,2011,0
4612,85,0,55-66,SysselsatteArb,2012,0
4612,85,0,55-66,SysselsatteArb,2013,0
4612,85,0,55-66,SysselsatteArb,2014,0
4612,85,0,55-66,SysselsatteArb,2015,0
4612,85,0,55-66,SysselsatteArb,2016,0
4612,85,0,55-66,SysselsatteArb,2017,0
4612,85,0,55-66,SysselsatteArb,2018,0
4612,85,0,55-66,SysselsatteArb,2019,0
4612,85,0,55-66,SysselsatteArb,2020,36
4612,85,0,67-74,SysselsatteArb,2008,0
4612,85,0,67-74,SysselsatteArb,2009,0
4612,85,0,67-74,SysselsatteArb,2010,0
4612,85,0,67-74,SysselsatteArb,2011,0
4612,85,0,67-74,SysselsatteArb,2012,0
4612,85,0,67-74,SysselsatteArb,2013,0
4612,85,0,67-74,SysselsatteArb,2014,0
4612,85,0,67-74,SysselsatteArb,2015,0
4612,85,0,67-74,SysselsatteArb,2016,0
4612,85,0,67-74,SysselsatteArb,2017,0
4612,85,0,67-74,SysselsatteArb,2018,0
4612,85,0,67-74,SysselsatteArb,2019,0
4612,85,0,67-74,SysselsatteArb,2020,3
4612,86-88,0,15-74,SysselsatteArb,2008,0
4612,86-88,0,15-74,SysselsatteArb,2009,0
4612,86-88,0,15-74,SysselsatteArb,2010,0
4612,86-88,0,15-74,SysselsatteArb,2011,0
4612,86-88,0,15-74,SysselsatteArb,2012,0
4612,86-88,0,15-74,SysselsatteArb,2013,0
4612,86-88,0,15-74,SysselsatteArb,2014,0
4612,86-88,0,15-74,SysselsatteArb,2015,0
4612,86-88,0,15-74,SysselsatteArb,2016,0
4612,86-88,0,15-74,SysselsatteArb,2017,0
4612,86-88,0,15-74,SysselsatteArb,2018,0
4612,86-88,0,15-74,SysselsatteArb,2019,0
4612,86-88,0,15-74,SysselsatteArb,2020,423
4612,86-88,0,55-66,SysselsatteArb,2008,0
4612,86-88,0,55-66,SysselsatteArb,2009,0
4612,86-88,0,55-66,SysselsatteArb,2010,0
4612,86-88,0,55-66,SysselsatteArb,2011,0
4612,86-88,0,55-66,SysselsatteArb,2012,0
4612,86-88,0,55-66,SysselsatteArb,2013,0
4612,86-88,0,55-66,SysselsatteArb,2014,0
4612,86-88,0,55-66,SysselsatteArb,2015,0
4612,86-88,0,55-66,SysselsatteArb,2016,0
4612,86-88,0,55-66,SysselsatteArb,2017,0
4612,86-88,0,55-66,SysselsatteArb,2018,0
4612,86-88,0,55-66,SysselsatteArb,2019,0
4612,86-88,0,55-66,SysselsatteArb,2020,65
4612,86-88,0,67-74,SysselsatteArb,2008,0
4612,86-88,0,67-74,SysselsatteArb,2009,0
4612,86-88,0,67-74,SysselsatteArb,2010,0
4612,86-88,0,67-74,SysselsatteArb,2011,0
4612,86-88,0,67-74,SysselsatteArb,2012,0
4612,86-88,0,67-74,SysselsatteArb,2013,0
4612,86-88,0,67-74,SysselsatteArb,2014,0
4612,86-88,0,67-74,SysselsatteArb,2015,0
4612,86-88,0,67-74,SysselsatteArb,2016,0
4612,86-88,0,67-74,SysselsatteArb,2017,0
4612,86-88,0,67-74,SysselsatteArb,2018,0
4612,86-88,0,67-74,SysselsatteArb,2019,0
4612,86-88,0,67-74,SysselsatteArb,2020,12
4612,90-99,0,15-74,SysselsatteArb,2008,0
4612,90-99,0,15-74,SysselsatteArb,2009,0
4612,90-99,0,15-74,SysselsatteArb,2010,0
4612,90-99,0,15-74,SysselsatteArb,2011,0
4612,90-99,0,15-74,SysselsatteArb,2012,0
4612,90-99,0,15-74,SysselsatteArb,2013,0
4612,90-99,0,15-74,SysselsatteArb,2014,0
4612,90-99,0,15-74,SysselsatteArb,2015,0
4612,90-99,0,15-74,SysselsatteArb,2016,0
4612,90-99,0,15-74,SysselsatteArb,2017,0
4612,90-99,0,15-74,SysselsatteArb,2018,0
4612,90-99,0,15-74,SysselsatteArb,2019,0
4612,90-99,0,15-74,SysselsatteArb,2020,62
4612,90-99,0,55-66,SysselsatteArb,2008,0
4612,90-99,0,55-66,SysselsatteArb,2009,0
4612,90-99,0,55-66,SysselsatteArb,2010,0
4612,90-99,0,55-66,SysselsatteArb,2011,0
4612,90-99,0,55-66,SysselsatteArb,2012,0
4612,90-99,0,55-66,SysselsatteArb,2013,0
4612,90-99,0,55-66,SysselsatteArb,2014,0
4612,90-99,0,55-66,SysselsatteArb,2015,0
4612,90-99,0,55-66,SysselsatteArb,2016,0
4612,90-99,0,55-66,SysselsatteArb,2017,0
4612,90-99,0,55-66,SysselsatteArb,2018,0
4612,90-99,0,55-66,SysselsatteArb,2019,0
4612,90-99,0,55-66,SysselsatteArb,2020,19
4612,90-99,0,67-74,SysselsatteArb,2008,0
4612,90-99,0,67-74,SysselsatteArb,2009,0
4612,90-99,0,67-74,SysselsatteArb,2010,0
4612,90-99,0,67-74,SysselsatteArb,2011,0
4612,90-99,0,67-74,SysselsatteArb,2012,0
4612,90-99,0,67-74,SysselsatteArb,2013,0
4612,90-99,0,67-74,SysselsatteArb,2014,0
4612,90-99,0,67-74,SysselsatteArb,2015,0
4612,90-99,0,67-74,SysselsatteArb,2016,0
4612,90-99,0,67-74,SysselsatteArb,2017,0
4612,90-99,0,67-74,SysselsatteArb,2018,0
4612,90-99,0,67-74,SysselsatteArb,2019,0
4612,90-99,0,67-74,SysselsatteArb,2020,3
4612,00,0,15-74,SysselsatteArb,2008,0
4612,00,0,15-74,SysselsatteArb,2009,0
4612,00,0,15-74,SysselsatteArb,2010,0
4612,00,0,15-74,SysselsatteArb,2011,0
4612,00,0,15-74,SysselsatteArb,2012,0
4612,00,0,15-74,SysselsatteArb,2013,0
4612,00,0,15-74,SysselsatteArb,2014,0
4612,00,0,15-74,SysselsatteArb,2015,0
4612,00,0,15-74,SysselsatteArb,2016,0
4612,00,0,15-74,SysselsatteArb,2017,0
4612,00,0,15-74,SysselsatteArb,2018,0
4612,00,0,15-74,SysselsatteArb,2019,0
4612,00,0,15-74,SysselsatteArb,2020,18
4612,00,0,55-66,SysselsatteArb,2008,0
4612,00,0,55-66,SysselsatteArb,2009,0
4612,00,0,55-66,SysselsatteArb,2010,0
4612,00,0,55-66,SysselsatteArb,2011,0
4612,00,0,55-66,SysselsatteArb,2012,0
4612,00,0,55-66,SysselsatteArb,2013,0
4612,00,0,55-66,SysselsatteArb,2014,0
4612,00,0,55-66,SysselsatteArb,2015,0
4612,00,0,55-66,SysselsatteArb,2016,0
4612,00,0,55-66,SysselsatteArb,2017,0
4612,00,0,55-66,SysselsatteArb,2018,0
4612,00,0,55-66,SysselsatteArb,2019,0
4612,00,0,55-66,SysselsatteArb,2020,6
4612,00,0,67-74,SysselsatteArb,2008,0
4612,00,0,67-74,SysselsatteArb,2009,0
4612,00,0,67-74,SysselsatteArb,2010,0
4612,00,0,67-74,SysselsatteArb,2011,0
4612,00,0,67-74,SysselsatteArb,2012,0
4612,00,0,67-74,SysselsatteArb,2013,0
4612,00,0,67-74,SysselsatteArb,2014,0
4612,00,0,67-74,SysselsatteArb,2015,0
4612,00,0,67-74,SysselsatteArb,2016,0
4612,00,0,67-74,SysselsatteArb,2017,0
4612,00,0,67-74,SysselsatteArb,2018,0
4612,00,0,67-74,SysselsatteArb,2019,0
4612,00,0,67-74,SysselsatteArb,2020,4
4613,00-99,0,15-74,SysselsatteArb,2008,0
4613,00-99,0,15-74,SysselsatteArb,2009,0
4613,00-99,0,15-74,SysselsatteArb,2010,0
4613,00-99,0,15-74,SysselsatteArb,2011,0
4613,00-99,0,15-74,SysselsatteArb,2012,0
4613,00-99,0,15-74,SysselsatteArb,2013,0
4613,00-99,0,15-74,SysselsatteArb,2014,0
4613,00-99,0,15-74,SysselsatteArb,2015,0
4613,00-99,0,15-74,SysselsatteArb,2016,0
4613,00-99,0,15-74,SysselsatteArb,2017,0
4613,00-99,0,15-74,SysselsatteArb,2018,0
4613,00-99,0,15-74,SysselsatteArb,2019,0
4613,00-99,0,15-74,SysselsatteArb,2020,4890
4613,00-99,0,55-66,SysselsatteArb,2008,0
4613,00-99,0,55-66,SysselsatteArb,2009,0
4613,00-99,0,55-66,SysselsatteArb,2010,0
4613,00-99,0,55-66,SysselsatteArb,2011,0
4613,00-99,0,55-66,SysselsatteArb,2012,0
4613,00-99,0,55-66,SysselsatteArb,2013,0
4613,00-99,0,55-66,SysselsatteArb,2014,0
4613,00-99,0,55-66,SysselsatteArb,2015,0
4613,00-99,0,55-66,SysselsatteArb,2016,0
4613,00-99,0,55-66,SysselsatteArb,2017,0
4613,00-99,0,55-66,SysselsatteArb,2018,0
4613,00-99,0,55-66,SysselsatteArb,2019,0
4613,00-99,0,55-66,SysselsatteArb,2020,910
4613,00-99,0,67-74,SysselsatteArb,2008,0
4613,00-99,0,67-74,SysselsatteArb,2009,0
4613,00-99,0,67-74,SysselsatteArb,2010,0
4613,00-99,0,67-74,SysselsatteArb,2011,0
4613,00-99,0,67-74,SysselsatteArb,2012,0
4613,00-99,0,67-74,SysselsatteArb,2013,0
4613,00-99,0,67-74,SysselsatteArb,2014,0
4613,00-99,0,67-74,SysselsatteArb,2015,0
4613,00-99,0,67-74,SysselsatteArb,2016,0
4613,00-99,0,67-74,SysselsatteArb,2017,0
4613,00-99,0,67-74,SysselsatteArb,2018,0
4613,00-99,0,67-74,SysselsatteArb,2019,0
4613,00-99,0,67-74,SysselsatteArb,2020,154
4613,01-03,0,15-74,SysselsatteArb,2008,0
4613,01-03,0,15-74,SysselsatteArb,2009,0
4613,01-03,0,15-74,SysselsatteArb,2010,0
4613,01-03,0,15-74,SysselsatteArb,2011,0
4613,01-03,0,15-74,SysselsatteArb,2012,0
4613,01-03,0,15-74,SysselsatteArb,2013,0
4613,01-03,0,15-74,SysselsatteArb,2014,0
4613,01-03,0,15-74,SysselsatteArb,2015,0
4613,01-03,0,15-74,SysselsatteArb,2016,0
4613,01-03,0,15-74,SysselsatteArb,2017,0
4613,01-03,0,15-74,SysselsatteArb,2018,0
4613,01-03,0,15-74,SysselsatteArb,2019,0
4613,01-03,0,15-74,SysselsatteArb,2020,340
4613,01-03,0,55-66,SysselsatteArb,2008,0
4613,01-03,0,55-66,SysselsatteArb,2009,0
4613,01-03,0,55-66,SysselsatteArb,2010,0
4613,01-03,0,55-66,SysselsatteArb,2011,0
4613,01-03,0,55-66,SysselsatteArb,2012,0
4613,01-03,0,55-66,SysselsatteArb,2013,0
4613,01-03,0,55-66,SysselsatteArb,2014,0
4613,01-03,0,55-66,SysselsatteArb,2015,0
4613,01-03,0,55-66,SysselsatteArb,2016,0
4613,01-03,0,55-66,SysselsatteArb,2017,0
4613,01-03,0,55-66,SysselsatteArb,2018,0
4613,01-03,0,55-66,SysselsatteArb,2019,0
4613,01-03,0,55-66,SysselsatteArb,2020,57
4613,01-03,0,67-74,SysselsatteArb,2008,0
4613,01-03,0,67-74,SysselsatteArb,2009,0
4613,01-03,0,67-74,SysselsatteArb,2010,0
4613,01-03,0,67-74,SysselsatteArb,2011,0
4613,01-03,0,67-74,SysselsatteArb,2012,0
4613,01-03,0,67-74,SysselsatteArb,2013,0
4613,01-03,0,67-74,SysselsatteArb,2014,0
4613,01-03,0,67-74,SysselsatteArb,2015,0
4613,01-03,0,67-74,SysselsatteArb,2016,0
4613,01-03,0,67-74,SysselsatteArb,2017,0
4613,01-03,0,67-74,SysselsatteArb,2018,0
4613,01-03,0,67-74,SysselsatteArb,2019,0
4613,01-03,0,67-74,SysselsatteArb,2020,34
4613,05-09,0,15-74,SysselsatteArb,2008,0
4613,05-09,0,15-74,SysselsatteArb,2009,0
4613,05-09,0,15-74,SysselsatteArb,2010,0
4613,05-09,0,15-74,SysselsatteArb,2011,0
4613,05-09,0,15-74,SysselsatteArb,2012,0
4613,05-09,0,15-74,SysselsatteArb,2013,0
4613,05-09,0,15-74,SysselsatteArb,2014,0
4613,05-09,0,15-74,SysselsatteArb,2015,0
4613,05-09,0,15-74,SysselsatteArb,2016,0
4613,05-09,0,15-74,SysselsatteArb,2017,0
4613,05-09,0,15-74,SysselsatteArb,2018,0
4613,05-09,0,15-74,SysselsatteArb,2019,0
4613,05-09,0,15-74,SysselsatteArb,2020,0
4613,05-09,0,55-66,SysselsatteArb,2008,0
4613,05-09,0,55-66,SysselsatteArb,2009,0
4613,05-09,0,55-66,SysselsatteArb,2010,0
4613,05-09,0,55-66,SysselsatteArb,2011,0
4613,05-09,0,55-66,SysselsatteArb,2012,0
4613,05-09,0,55-66,SysselsatteArb,2013,0
4613,05-09,0,55-66,SysselsatteArb,2014,0
4613,05-09,0,55-66,SysselsatteArb,2015,0
4613,05-09,0,55-66,SysselsatteArb,2016,0
4613,05-09,0,55-66,SysselsatteArb,2017,0
4613,05-09,0,55-66,SysselsatteArb,2018,0
4613,05-09,0,55-66,SysselsatteArb,2019,0
4613,05-09,0,55-66,SysselsatteArb,2020,0
4613,05-09,0,67-74,SysselsatteArb,2008,0
4613,05-09,0,67-74,SysselsatteArb,2009,0
4613,05-09,0,67-74,SysselsatteArb,2010,0
4613,05-09,0,67-74,SysselsatteArb,2011,0
4613,05-09,0,67-74,SysselsatteArb,2012,0
4613,05-09,0,67-74,SysselsatteArb,2013,0
4613,05-09,0,67-74,SysselsatteArb,2014,0
4613,05-09,0,67-74,SysselsatteArb,2015,0
4613,05-09,0,67-74,SysselsatteArb,2016,0
4613,05-09,0,67-74,SysselsatteArb,2017,0
4613,05-09,0,67-74,SysselsatteArb,2018,0
4613,05-09,0,67-74,SysselsatteArb,2019,0
4613,05-09,0,67-74,SysselsatteArb,2020,0
4613,10-33,0,15-74,SysselsatteArb,2008,0
4613,10-33,0,15-74,SysselsatteArb,2009,0
4613,10-33,0,15-74,SysselsatteArb,2010,0
4613,10-33,0,15-74,SysselsatteArb,2011,0
4613,10-33,0,15-74,SysselsatteArb,2012,0
4613,10-33,0,15-74,SysselsatteArb,2013,0
4613,10-33,0,15-74,SysselsatteArb,2014,0
4613,10-33,0,15-74,SysselsatteArb,2015,0
4613,10-33,0,15-74,SysselsatteArb,2016,0
4613,10-33,0,15-74,SysselsatteArb,2017,0
4613,10-33,0,15-74,SysselsatteArb,2018,0
4613,10-33,0,15-74,SysselsatteArb,2019,0
4613,10-33,0,15-74,SysselsatteArb,2020,1101
4613,10-33,0,55-66,SysselsatteArb,2008,0
4613,10-33,0,55-66,SysselsatteArb,2009,0
4613,10-33,0,55-66,SysselsatteArb,2010,0
4613,10-33,0,55-66,SysselsatteArb,2011,0
4613,10-33,0,55-66,SysselsatteArb,2012,0
4613,10-33,0,55-66,SysselsatteArb,2013,0
4613,10-33,0,55-66,SysselsatteArb,2014,0
4613,10-33,0,55-66,SysselsatteArb,2015,0
4613,10-33,0,55-66,SysselsatteArb,2016,0
4613,10-33,0,55-66,SysselsatteArb,2017,0
4613,10-33,0,55-66,SysselsatteArb,2018,0
4613,10-33,0,55-66,SysselsatteArb,2019,0
4613,10-33,0,55-66,SysselsatteArb,2020,196
4613,10-33,0,67-74,SysselsatteArb,2008,0
4613,10-33,0,67-74,SysselsatteArb,2009,0
4613,10-33,0,67-74,SysselsatteArb,2010,0
4613,10-33,0,67-74,SysselsatteArb,2011,0
4613,10-33,0,67-74,SysselsatteArb,2012,0
4613,10-33,0,67-74,SysselsatteArb,2013,0
4613,10-33,0,67-74,SysselsatteArb,2014,0
4613,10-33,0,67-74,SysselsatteArb,2015,0
4613,10-33,0,67-74,SysselsatteArb,2016,0
4613,10-33,0,67-74,SysselsatteArb,2017,0
4613,10-33,0,67-74,SysselsatteArb,2018,0
4613,10-33,0,67-74,SysselsatteArb,2019,0
4613,10-33,0,67-74,SysselsatteArb,2020,21
4613,35-39,0,15-74,SysselsatteArb,2008,0
4613,35-39,0,15-74,SysselsatteArb,2009,0
4613,35-39,0,15-74,SysselsatteArb,2010,0
4613,35-39,0,15-74,SysselsatteArb,2011,0
4613,35-39,0,15-74,SysselsatteArb,2012,0
4613,35-39,0,15-74,SysselsatteArb,2013,0
4613,35-39,0,15-74,SysselsatteArb,2014,0
4613,35-39,0,15-74,SysselsatteArb,2015,0
4613,35-39,0,15-74,SysselsatteArb,2016,0
4613,35-39,0,15-74,SysselsatteArb,2017,0
4613,35-39,0,15-74,SysselsatteArb,2018,0
4613,35-39,0,15-74,SysselsatteArb,2019,0
4613,35-39,0,15-74,SysselsatteArb,2020,49
4613,35-39,0,55-66,SysselsatteArb,2008,0
4613,35-39,0,55-66,SysselsatteArb,2009,0
4613,35-39,0,55-66,SysselsatteArb,2010,0
4613,35-39,0,55-66,SysselsatteArb,2011,0
4613,35-39,0,55-66,SysselsatteArb,2012,0
4613,35-39,0,55-66,SysselsatteArb,2013,0
4613,35-39,0,55-66,SysselsatteArb,2014,0
4613,35-39,0,55-66,SysselsatteArb,2015,0
4613,35-39,0,55-66,SysselsatteArb,2016,0
4613,35-39,0,55-66,SysselsatteArb,2017,0
4613,35-39,0,55-66,SysselsatteArb,2018,0
4613,35-39,0,55-66,SysselsatteArb,2019,0
4613,35-39,0,55-66,SysselsatteArb,2020,13
4613,35-39,0,67-74,SysselsatteArb,2008,0
4613,35-39,0,67-74,SysselsatteArb,2009,0
4613,35-39,0,67-74,SysselsatteArb,2010,0
4613,35-39,0,67-74,SysselsatteArb,2011,0
4613,35-39,0,67-74,SysselsatteArb,2012,0
4613,35-39,0,67-74,SysselsatteArb,2013,0
4613,35-39,0,67-74,SysselsatteArb,2014,0
4613,35-39,0,67-74,SysselsatteArb,2015,0
4613,35-39,0,67-74,SysselsatteArb,2016,0
4613,35-39,0,67-74,SysselsatteArb,2017,0
4613,35-39,0,67-74,SysselsatteArb,2018,0
4613,35-39,0,67-74,SysselsatteArb,2019,0
4613,35-39,0,67-74,SysselsatteArb,2020,0
4613,41-43,0,15-74,SysselsatteArb,2008,0
4613,41-43,0,15-74,SysselsatteArb,2009,0
4613,41-43,0,15-74,SysselsatteArb,2010,0
4613,41-43,0,15-74,SysselsatteArb,2011,0
4613,41-43,0,15-74,SysselsatteArb,2012,0
4613,41-43,0,15-74,SysselsatteArb,2013,0
4613,41-43,0,15-74,SysselsatteArb,2014,0
4613,41-43,0,15-74,SysselsatteArb,2015,0
4613,41-43,0,15-74,SysselsatteArb,2016,0
4613,41-43,0,15-74,SysselsatteArb,2017,0
4613,41-43,0,15-74,SysselsatteArb,2018,0
4613,41-43,0,15-74,SysselsatteArb,2019,0
4613,41-43,0,15-74,SysselsatteArb,2020,532
4613,41-43,0,55-66,SysselsatteArb,2008,0
4613,41-43,0,55-66,SysselsatteArb,2009,0
4613,41-43,0,55-66,SysselsatteArb,2010,0
4613,41-43,0,55-66,SysselsatteArb,2011,0
4613,41-43,0,55-66,SysselsatteArb,2012,0
4613,41-43,0,55-66,SysselsatteArb,2013,0
4613,41-43,0,55-66,SysselsatteArb,2014,0
4613,41-43,0,55-66,SysselsatteArb,2015,0
4613,41-43,0,55-66,SysselsatteArb,2016,0
4613,41-43,0,55-66,SysselsatteArb,2017,0
4613,41-43,0,55-66,SysselsatteArb,2018,0
4613,41-43,0,55-66,SysselsatteArb,2019,0
4613,41-43,0,55-66,SysselsatteArb,2020,58
4613,41-43,0,67-74,SysselsatteArb,2008,0
4613,41-43,0,67-74,SysselsatteArb,2009,0
4613,41-43,0,67-74,SysselsatteArb,2010,0
4613,41-43,0,67-74,SysselsatteArb,2011,0
4613,41-43,0,67-74,SysselsatteArb,2012,0
4613,41-43,0,67-74,SysselsatteArb,2013,0
4613,41-43,0,67-74,SysselsatteArb,2014,0
4613,41-43,0,67-74,SysselsatteArb,2015,0
4613,41-43,0,67-74,SysselsatteArb,2016,0
4613,41-43,0,67-74,SysselsatteArb,2017,0
4613,41-43,0,67-74,SysselsatteArb,2018,0
4613,41-43,0,67-74,SysselsatteArb,2019,0
4613,41-43,0,67-74,SysselsatteArb,2020,12
4613,45-47,0,15-74,SysselsatteArb,2008,0
4613,45-47,0,15-74,SysselsatteArb,2009,0
4613,45-47,0,15-74,SysselsatteArb,2010,0
4613,45-47,0,15-74,SysselsatteArb,2011,0
4613,45-47,0,15-74,SysselsatteArb,2012,0
4613,45-47,0,15-74,SysselsatteArb,2013,0
4613,45-47,0,15-74,SysselsatteArb,2014,0
4613,45-47,0,15-74,SysselsatteArb,2015,0
4613,45-47,0,15-74,SysselsatteArb,2016,0
4613,45-47,0,15-74,SysselsatteArb,2017,0
4613,45-47,0,15-74,SysselsatteArb,2018,0
4613,45-47,0,15-74,SysselsatteArb,2019,0
4613,45-47,0,15-74,SysselsatteArb,2020,420
4613,45-47,0,55-66,SysselsatteArb,2008,0
4613,45-47,0,55-66,SysselsatteArb,2009,0
4613,45-47,0,55-66,SysselsatteArb,2010,0
4613,45-47,0,55-66,SysselsatteArb,2011,0
4613,45-47,0,55-66,SysselsatteArb,2012,0
4613,45-47,0,55-66,SysselsatteArb,2013,0
4613,45-47,0,55-66,SysselsatteArb,2014,0
4613,45-47,0,55-66,SysselsatteArb,2015,0
4613,45-47,0,55-66,SysselsatteArb,2016,0
4613,45-47,0,55-66,SysselsatteArb,2017,0
4613,45-47,0,55-66,SysselsatteArb,2018,0
4613,45-47,0,55-66,SysselsatteArb,2019,0
4613,45-47,0,55-66,SysselsatteArb,2020,56
4613,45-47,0,67-74,SysselsatteArb,2008,0
4613,45-47,0,67-74,SysselsatteArb,2009,0
4613,45-47,0,67-74,SysselsatteArb,2010,0
4613,45-47,0,67-74,SysselsatteArb,2011,0
4613,45-47,0,67-74,SysselsatteArb,2012,0
4613,45-47,0,67-74,SysselsatteArb,2013,0
4613,45-47,0,67-74,SysselsatteArb,2014,0
4613,45-47,0,67-74,SysselsatteArb,2015,0
4613,45-47,0,67-74,SysselsatteArb,2016,0
4613,45-47,0,67-74,SysselsatteArb,2017,0
4613,45-47,0,67-74,SysselsatteArb,2018,0
4613,45-47,0,67-74,SysselsatteArb,2019,0
4613,45-47,0,67-74,SysselsatteArb,2020,9
4613,49-53,0,15-74,SysselsatteArb,2008,0
4613,49-53,0,15-74,SysselsatteArb,2009,0
4613,49-53,0,15-74,SysselsatteArb,2010,0
4613,49-53,0,15-74,SysselsatteArb,2011,0
4613,49-53,0,15-74,SysselsatteArb,2012,0
4613,49-53,0,15-74,SysselsatteArb,2013,0
4613,49-53,0,15-74,SysselsatteArb,2014,0
4613,49-53,0,15-74,SysselsatteArb,2015,0
4613,49-53,0,15-74,SysselsatteArb,2016,0
4613,49-53,0,15-74,SysselsatteArb,2017,0
4613,49-53,0,15-74,SysselsatteArb,2018,0
4613,49-53,0,15-74,SysselsatteArb,2019,0
4613,49-53,0,15-74,SysselsatteArb,2020,339
4613,49-53,0,55-66,SysselsatteArb,2008,0
4613,49-53,0,55-66,SysselsatteArb,2009,0
4613,49-53,0,55-66,SysselsatteArb,2010,0
4613,49-53,0,55-66,SysselsatteArb,2011,0
4613,49-53,0,55-66,SysselsatteArb,2012,0
4613,49-53,0,55-66,SysselsatteArb,2013,0
4613,49-53,0,55-66,SysselsatteArb,2014,0
4613,49-53,0,55-66,SysselsatteArb,2015,0
4613,49-53,0,55-66,SysselsatteArb,2016,0
4613,49-53,0,55-66,SysselsatteArb,2017,0
4613,49-53,0,55-66,SysselsatteArb,2018,0
4613,49-53,0,55-66,SysselsatteArb,2019,0
4613,49-53,0,55-66,SysselsatteArb,2020,83
4613,49-53,0,67-74,SysselsatteArb,2008,0
4613,49-53,0,67-74,SysselsatteArb,2009,0
4613,49-53,0,67-74,SysselsatteArb,2010,0
4613,49-53,0,67-74,SysselsatteArb,2011,0
4613,49-53,0,67-74,SysselsatteArb,2012,0
4613,49-53,0,67-74,SysselsatteArb,2013,0
4613,49-53,0,67-74,SysselsatteArb,2014,0
4613,49-53,0,67-74,SysselsatteArb,2015,0
4613,49-53,0,67-74,SysselsatteArb,2016,0
4613,49-53,0,67-74,SysselsatteArb,2017,0
4613,49-53,0,67-74,SysselsatteArb,2018,0
4613,49-53,0,67-74,SysselsatteArb,2019,0
4613,49-53,0,67-74,SysselsatteArb,2020,20
4613,55-56,0,15-74,SysselsatteArb,2008,0
4613,55-56,0,15-74,SysselsatteArb,2009,0
4613,55-56,0,15-74,SysselsatteArb,2010,0
4613,55-56,0,15-74,SysselsatteArb,2011,0
4613,55-56,0,15-74,SysselsatteArb,2012,0
4613,55-56,0,15-74,SysselsatteArb,2013,0
4613,55-56,0,15-74,SysselsatteArb,2014,0
4613,55-56,0,15-74,SysselsatteArb,2015,0
4613,55-56,0,15-74,SysselsatteArb,2016,0
4613,55-56,0,15-74,SysselsatteArb,2017,0
4613,55-56,0,15-74,SysselsatteArb,2018,0
4613,55-56,0,15-74,SysselsatteArb,2019,0
4613,55-56,0,15-74,SysselsatteArb,2020,75
4613,55-56,0,55-66,SysselsatteArb,2008,0
4613,55-56,0,55-66,SysselsatteArb,2009,0
4613,55-56,0,55-66,SysselsatteArb,2010,0
4613,55-56,0,55-66,SysselsatteArb,2011,0
4613,55-56,0,55-66,SysselsatteArb,2012,0
4613,55-56,0,55-66,SysselsatteArb,2013,0
4613,55-56,0,55-66,SysselsatteArb,2014,0
4613,55-56,0,55-66,SysselsatteArb,2015,0
4613,55-56,0,55-66,SysselsatteArb,2016,0
4613,55-56,0,55-66,SysselsatteArb,2017,0
4613,55-56,0,55-66,SysselsatteArb,2018,0
4613,55-56,0,55-66,SysselsatteArb,2019,0
4613,55-56,0,55-66,SysselsatteArb,2020,3
4613,55-56,0,67-74,SysselsatteArb,2008,0
4613,55-56,0,67-74,SysselsatteArb,2009,0
4613,55-56,0,67-74,SysselsatteArb,2010,0
4613,55-56,0,67-74,SysselsatteArb,2011,0
4613,55-56,0,67-74,SysselsatteArb,2012,0
4613,55-56,0,67-74,SysselsatteArb,2013,0
4613,55-56,0,67-74,SysselsatteArb,2014,0
4613,55-56,0,67-74,SysselsatteArb,2015,0
4613,55-56,0,67-74,SysselsatteArb,2016,0
4613,55-56,0,67-74,SysselsatteArb,2017,0
4613,55-56,0,67-74,SysselsatteArb,2018,0
4613,55-56,0,67-74,SysselsatteArb,2019,0
4613,55-56,0,67-74,SysselsatteArb,2020,0
4613,58-63,0,15-74,SysselsatteArb,2008,0
4613,58-63,0,15-74,SysselsatteArb,2009,0
4613,58-63,0,15-74,SysselsatteArb,2010,0
4613,58-63,0,15-74,SysselsatteArb,2011,0
4613,58-63,0,15-74,SysselsatteArb,2012,0
4613,58-63,0,15-74,SysselsatteArb,2013,0
4613,58-63,0,15-74,SysselsatteArb,2014,0
4613,58-63,0,15-74,SysselsatteArb,2015,0
4613,58-63,0,15-74,SysselsatteArb,2016,0
4613,58-63,0,15-74,SysselsatteArb,2017,0
4613,58-63,0,15-74,SysselsatteArb,2018,0
